table_id,table_name,source_file
48208632-4c88-49aa-9e73-49dcf886032a,Table_E_23_Q19_Approximately_what_percentage_of_your_enterprise_s_total_spending,Table_E_23_Q19_Approximately_what_percentage_of_your_enterprise_s_total_spending.csv
