table_id,table_name,source_file
08647e85-e7f6-4c54-9c9b-3e5898b7e267,Table_E_12_Q10_In_the_past_12_months_have_any_of_the_following_obstacles_limited,Table_E_12_Q10_In_the_past_12_months_have_any_of_the_following_obstacles_limited.csv
