table_id,table_name,source_file
3b14e344-ec1c-43f8-a6dc-1076f4d7f5ac,Table_E_7_Q6_In_the_past_12_months_have_any_of_the_following_conditions_limited_,Table_E_7_Q6_In_the_past_12_months_have_any_of_the_following_conditions_limited_.csv
