table_id,table_name,source_file
8dbb210b-5bcd-4169-869b-4c82e6def923,Table_E_8_Q6_In_the_past_12_months_have_any_of_the_following_conditions_limited_,Table_E_8_Q6_In_the_past_12_months_have_any_of_the_following_conditions_limited_.csv
