table_id,table_name,source_file
559f7186-c1f9-4d6e-a378-bbe4eaf17a6b,Table_E_22_Q18_Are_you_aware_that_some_regulators_are_considering_the_following_,Table_E_22_Q18_Are_you_aware_that_some_regulators_are_considering_the_following_.csv
